Repository Name,Repository Location,Source Code Present,Documentation Present,Tests Present,Configs Present,Assets Present
netdiscover_tool,plugins\recon\netdiscover_tool,No,Yes,No,Yes,No
netexec,plugins\recon\netexec,No,No,No,No,No
netlas,plugins\recon\netlas,No,Yes,No,Yes,No
network-recon,plugins\recon\network-recon,No,Yes,No,Yes,No
networks,plugins\recon\networks,No,Yes,No,Yes,No
network_discovery,plugins\recon\network_discovery,No,No,No,No,No
nextjs_rsc_rce,plugins\recon\nextjs_rsc_rce,No,Yes,No,Yes,No
next_step_predictor,plugins\recon\next_step_predictor,No,Yes,No,Yes,No
nikto_2,plugins\recon\nikto_2,No,Yes,No,No,No
nikto_tool,plugins\recon\nikto_tool,No,No,No,No,No
nmap-ajp,plugins\recon\nmap-ajp,No,Yes,No,Yes,No
nmap-cassandra,plugins\recon\nmap-cassandra,No,Yes,No,Yes,No
nmap-cups,plugins\recon\nmap-cups,No,Yes,No,Yes,No
nmap-dns,plugins\recon\nmap-dns,No,Yes,No,Yes,No
nmap-finger,plugins\recon\nmap-finger,No,No,No,No,No
nmap-ftp,plugins\recon\nmap-ftp,No,Yes,No,Yes,No
nmap-http,plugins\recon\nmap-http,No,Yes,No,Yes,No
nmap-imap,plugins\recon\nmap-imap,No,Yes,No,Yes,No
nmap-irc,plugins\recon\nmap-irc,No,No,No,No,No
nmap-kerberos,plugins\recon\nmap-kerberos,No,No,No,No,No
nmap-ldap,plugins\recon\nmap-ldap,No,Yes,No,Yes,No
nmap-mongodb,plugins\recon\nmap-mongodb,No,Yes,No,Yes,No
nmap-mountd,plugins\recon\nmap-mountd,No,Yes,No,Yes,No
nmap-msrpc,plugins\recon\nmap-msrpc,No,No,No,No,No
nmap-mssql,plugins\recon\nmap-mssql,No,Yes,No,Yes,No
nmap-multicast-dns,plugins\recon\nmap-multicast-dns,No,Yes,No,Yes,No
nmap-mysql,plugins\recon\nmap-mysql,No,Yes,No,Yes,No
nmap-nfs,plugins\recon\nmap-nfs,No,Yes,No,Yes,No
nmap-nntp,plugins\recon\nmap-nntp,No,No,No,No,No
nmap-ntp,plugins\recon\nmap-ntp,No,Yes,No,Yes,No
nmap-oracle,plugins\recon\nmap-oracle,No,Yes,No,Yes,No
nmap-pop3,plugins\recon\nmap-pop3,No,Yes,No,Yes,No
nmap-rdp,plugins\recon\nmap-rdp,No,Yes,No,Yes,No
nmap-redis,plugins\recon\nmap-redis,No,No,No,No,No
nmap-rmi,plugins\recon\nmap-rmi,No,No,No,No,No
nmap-rsync,plugins\recon\nmap-rsync,No,Yes,No,Yes,No
nmap-sip,plugins\recon\nmap-sip,No,No,No,No,No
nmap-smb,plugins\recon\nmap-smb,No,Yes,No,Yes,No
nmap-smtp,plugins\recon\nmap-smtp,No,Yes,No,Yes,No
nmap-snmp,plugins\recon\nmap-snmp,No,Yes,No,Yes,No
nmap-ssh,plugins\recon\nmap-ssh,No,No,No,No,No
nmap-telnet,plugins\recon\nmap-telnet,No,No,No,No,No
nmap-tftp,plugins\recon\nmap-tftp,No,No,No,No,No
nmap-vnc,plugins\recon\nmap-vnc,No,Yes,No,Yes,No
nmap_tool_1,plugins\recon\nmap_tool_1,No,No,No,No,No
normalization,plugins\recon\normalization,No,Yes,No,Yes,No
normalize_streaming_delta_test,plugins\recon\normalize_streaming_delta_test,No,No,No,No,No
normalize_streaming_eof_test,plugins\recon\normalize_streaming_eof_test,No,No,No,No,No
nosql_fuzz,plugins\recon\nosql_fuzz,No,Yes,No,Yes,No
notifications,plugins\recon\notifications,No,No,No,No,No
notify,plugins\recon\notify,No,Yes,No,No,No
no_nested_task,plugins\recon\no_nested_task,No,No,No,No,No
nuclei,plugins\recon\nuclei,No,Yes,No,No,No
nuclei-agent,plugins\recon\nuclei-agent,No,Yes,No,Yes,No
nuclei-template-sha,plugins\recon\nuclei-template-sha,No,Yes,No,No,No
nuclei_2,plugins\recon\nuclei_2,No,Yes,No,No,No
nuclei_tool,plugins\recon\nuclei_tool,No,Yes,No,Yes,No
oauth_pkce_downgrade,plugins\recon\oauth_pkce_downgrade,No,Yes,No,Yes,No
ollama,plugins\recon\ollama,No,Yes,No,Yes,No
ollama_api,plugins\recon\ollama_api,No,No,No,No,No
one-gadget,plugins\recon\one-gadget,No,No,No,No,No
onesixtyone,plugins\recon\onesixtyone,No,No,No,No,No
onyphe,plugins\recon\onyphe,No,Yes,No,Yes,No
openai,plugins\recon\openai,No,Yes,No,Yes,No
openapi,plugins\recon\openapi,No,Yes,No,Yes,No
openapi-discovery-agent,plugins\recon\openapi-discovery-agent,No,No,No,No,No
openapi_i18n,plugins\recon\openapi_i18n,No,No,No,No,No
openapi_parser,plugins\recon\openapi_parser,No,No,No,No,No
open_ai,plugins\recon\open_ai,No,No,No,No,No
operations_center,plugins\recon\operations_center,No,Yes,No,Yes,No
opsec-anonymizer,plugins\recon\opsec-anonymizer,No,Yes,No,No,No
opsec-evasion,plugins\recon\opsec-evasion,No,No,No,No,No
options,plugins\recon\options,No,No,No,No,No
options_2,plugins\recon\options_2,No,Yes,No,Yes,No
oracle-odat,plugins\recon\oracle-odat,No,No,No,No,No
oracle-patator,plugins\recon\oracle-patator,No,No,No,No,No
oracle-scanner,plugins\recon\oracle-scanner,No,No,No,No,No
oracle-tnscmd,plugins\recon\oracle-tnscmd,No,No,No,No,No
OracleSQLInjection,plugins\recon\OracleSQLInjection,No,Yes,No,No,No
orchestrator,plugins\recon\orchestrator,No,Yes,No,No,No
orchestrator-plan-execute,plugins\recon\orchestrator-plan-execute,No,No,No,No,No
orchestrator-supervisor,plugins\recon\orchestrator-supervisor,No,No,No,No,No
orchestratortest,plugins\recon\orchestratortest,No,No,No,No,No
orchestrator_instruction,plugins\recon\orchestrator_instruction,No,No,No,No,No
org,plugins\recon\org,No,Yes,No,Yes,No
orgs,plugins\recon\orgs,No,Yes,No,Yes,No
org_1,plugins\recon\org_1,No,Yes,No,Yes,No
org_lei,plugins\recon\org_lei,No,Yes,No,Yes,No
orphan_tool_pruner_middleware,plugins\recon\orphan_tool_pruner_middleware,No,No,No,No,No
orphan_tool_pruner_middleware_test,plugins\recon\orphan_tool_pruner_middleware_test,No,No,No,No,No
osint-collector,plugins\recon\osint-collector,No,Yes,No,No,No
osrframework,plugins\recon\osrframework,No,No,No,No,No
otel,plugins\recon\otel,No,No,No,No,No
outputter,plugins\recon\outputter,No,Yes,No,Yes,No
output_parser,plugins\recon\output_parser,No,No,No,No,No
package,plugins\recon\package,No,No,No,No,No
package-lock,plugins\recon\package-lock,No,Yes,No,No,No
package-lock_1,plugins\recon\package-lock_1,No,No,No,No,No
package_1,plugins\recon\package_1,No,No,No,No,No
package_2,plugins\recon\package_2,No,No,No,No,No
package_4,plugins\recon\package_4,No,No,No,No,No
package_5,plugins\recon\package_5,No,No,No,No,No
parallel,plugins\recon\parallel,Yes,Yes,No,No,No
parallel_scans,plugins\recon\parallel_scans,No,No,No,No,No
parameter_discovery,plugins\recon\parameter_discovery,No,Yes,No,No,No
parameter_mapper,plugins\recon\parameter_mapper,No,No,No,No,No
paramspider,plugins\recon\paramspider,No,Yes,No,Yes,No
parse,plugins\recon\parse,No,Yes,No,Yes,No
parsers,plugins\recon\parsers,No,Yes,No,Yes,No
parser_mixin,plugins\recon\parser_mixin,No,Yes,No,Yes,No
parse_test,plugins\recon\parse_test,No,Yes,No,Yes,No
passive,plugins\recon\passive,No,Yes,No,Yes,No
passivetotal,plugins\recon\passivetotal,No,Yes,No,Yes,No
passive_recon,plugins\recon\passive_recon,No,Yes,No,No,No
password_reset_weak,plugins\recon\password_reset_weak,No,No,No,No,No
paths,plugins\recon\paths,No,No,No,No,No
paths_1,plugins\recon\paths_1,No,No,No,No,No
path_traversal,plugins\recon\path_traversal,No,No,No,No,No
payload-crafter,plugins\recon\payload-crafter,No,Yes,No,No,No
payload_builder,plugins\recon\payload_builder,No,No,No,No,No
pcap_parser,plugins\recon\pcap_parser,No,Yes,No,Yes,No
penetration,plugins\recon\penetration,No,No,No,No,No
pentest-ai,plugins\recon\pentest-ai,No,No,No,No,No
pentest-mcp-server,plugins\recon\pentest-mcp-server,No,Yes,No,No,No
PentestGPT-720WebShareName,plugins\recon\PentestGPT-720WebShareName,No,Yes,No,No,No
PentestGPT_design,plugins\recon\PentestGPT_design,No,No,No,No,No
pentestGPT_HTB_phonebook_failed,plugins\recon\pentestGPT_HTB_phonebook_failed,No,Yes,No,No,No
pentestGPT_log_HTB_Precious,plugins\recon\pentestGPT_log_HTB_Precious,No,Yes,No,No,No
pentesting,plugins\recon\pentesting,No,Yes,No,Yes,No
pentest_agent,plugins\recon\pentest_agent,No,No,No,No,No
pentest_gpt,plugins\recon\pentest_gpt,No,No,No,No,No
pentest_gpt_rebuilt,plugins\recon\pentest_gpt_rebuilt,No,No,No,No,No
pent_claude_agent_config,plugins\recon\pent_claude_agent_config,No,No,No,No,No
permutations_list,plugins\recon\permutations_list,No,Yes,No,No,No
permutations_list_short,plugins\recon\permutations_list_short,No,Yes,No,No,No
perplexity,plugins\recon\perplexity,No,No,No,No,No
persistence-maintenance,plugins\recon\persistence-maintenance,No,No,No,No,No
persistencetest,plugins\recon\persistencetest,No,No,No,No,No
phishing-operator,plugins\recon\phishing-operator,No,Yes,No,No,No
pipeline,plugins\recon\pipeline,No,No,No,No,No
pipelines,plugins\recon\pipelines,No,Yes,No,Yes,No
pipeline_engine,plugins\recon\pipeline_engine,No,Yes,No,Yes,No
planner,plugins\recon\planner,No,Yes,No,Yes,No
plan_execute_executor,plugins\recon\plan_execute_executor,No,No,No,No,No
plan_execute_steps_cap,plugins\recon\plan_execute_steps_cap,No,No,No,No,No
plan_execute_steps_cap_test,plugins\recon\plan_execute_steps_cap_test,No,No,No,No,No
plan_execute_text,plugins\recon\plan_execute_text,No,No,No,No,No
plan_execute_text_test,plugins\recon\plan_execute_text_test,No,No,No,No,No
playbook,plugins\recon\playbook,No,Yes,No,Yes,No
playwright-config-writer,plugins\recon\playwright-config-writer,No,No,No,No,No
plugin,plugins\recon\plugin,No,Yes,No,Yes,No
plugin_1,plugins\recon\plugin_1,No,Yes,No,Yes,No
plugin_10,plugins\recon\plugin_10,No,Yes,No,Yes,No
plugin_11,plugins\recon\plugin_11,No,Yes,No,Yes,No
plugin_12,plugins\recon\plugin_12,No,Yes,No,Yes,No
plugin_2,plugins\recon\plugin_2,No,Yes,No,Yes,No
plugin_3,plugins\recon\plugin_3,No,Yes,No,Yes,No
plugin_4,plugins\recon\plugin_4,No,Yes,No,Yes,No
plugin_5,plugins\recon\plugin_5,No,Yes,No,Yes,No
plugin_6,plugins\recon\plugin_6,No,Yes,No,Yes,No
plugin_7,plugins\recon\plugin_7,No,Yes,No,Yes,No
plugin_8,plugins\recon\plugin_8,No,Yes,No,Yes,No
plugin_center,plugins\recon\plugin_center,No,No,No,No,No
plugin_loader,plugins\recon\plugin_loader,No,No,No,No,No
plugin_loader_1,plugins\recon\plugin_loader_1,No,No,No,No,No
plugin_manager,plugins\recon\plugin_manager,No,Yes,No,Yes,No
pnpm-workspace,plugins\recon\pnpm-workspace,No,No,No,No,No
poc_agent,plugins\recon\poc_agent,No,No,No,No,No
pom,plugins\recon\pom,No,No,No,No,No
portscan,plugins\recon\portscan,No,Yes,No,Yes,No
portscan-all-tcp-ports,plugins\recon\portscan-all-tcp-ports,No,No,No,No,No
portscan-guess-tcp-ports,plugins\recon\portscan-guess-tcp-ports,No,No,No,No,No
portscan-top-100-udp-ports,plugins\recon\portscan-top-100-udp-ports,No,No,No,No,No
portscan-top-tcp-ports,plugins\recon\portscan-top-tcp-ports,No,No,No,No,No
port_prioritizer,plugins\recon\port_prioritizer,No,Yes,No,Yes,No
PostgreSQLInjection,plugins\recon\PostgreSQLInjection,No,Yes,No,No,No
postman_parser,plugins\recon\postman_parser,No,No,No,No,No
pre-commit-config,plugins\recon\pre-commit-config,No,No,No,No,No
pre-commit-config_1,plugins\recon\pre-commit-config_1,No,No,No,No,No
pre-recon,plugins\recon\pre-recon,No,Yes,No,Yes,No
pre-recon-code_2,plugins\recon\pre-recon-code_2,No,No,No,No,No
pre-recon-code_3,plugins\recon\pre-recon-code_3,No,No,No,No,No
preflight,plugins\recon\preflight,No,Yes,No,Yes,No
preflight-check,plugins\recon\preflight-check,No,Yes,No,Yes,No
print,plugins\recon\print,No,Yes,No,Yes,No
PRIVACY,plugins\recon\PRIVACY,No,Yes,No,No,No
privilege-escalation,plugins\recon\privilege-escalation,No,No,No,No,No
privilege_escalation_patch,plugins\recon\privilege_escalation_patch,No,No,No,No,No
probes,plugins\recon\probes,No,Yes,No,Yes,No
process,plugins\recon\process,No,Yes,No,Yes,No
process_registry,plugins\recon\process_registry,No,No,No,No,No
production,plugins\recon\production,No,No,No,No,No
profundis,plugins\recon\profundis,No,Yes,No,Yes,No
progress-indicator,plugins\recon\progress-indicator,No,No,No,No,No
progress-manager,plugins\recon\progress-manager,No,No,No,No,No
project_manager,plugins\recon\project_manager,No,No,No,No,No
prompt-manager,plugins\recon\prompt-manager,No,No,No,No,No
prompts,plugins\recon\prompts,No,Yes,No,Yes,No
prompt_class_v1,plugins\recon\prompt_class_v1,No,Yes,No,Yes,No
prompt_class_v2,plugins\recon\prompt_class_v2,No,Yes,No,Yes,No
prompt_select,plugins\recon\prompt_select,No,No,No,No,No
prospeo,plugins\recon\prospeo,No,Yes,No,Yes,No
protocol_detector,plugins\recon\protocol_detector,No,Yes,No,Yes,No
prototype_pollution,plugins\recon\prototype_pollution,No,No,No,No,No
proxy_controller,plugins\recon\proxy_controller,No,Yes,No,Yes,No
pseudo-source-builder,plugins\recon\pseudo-source-builder,No,Yes,No,Yes,No
ptt_reasoning,plugins\recon\ptt_reasoning,No,Yes,No,Yes,No
pugrecon,plugins\recon\pugrecon,No,Yes,No,Yes,No
PULL_REQUEST_TEMPLATE,plugins\recon\PULL_REQUEST_TEMPLATE,No,Yes,No,No,No
PULL_REQUEST_TEMPLATE_2,plugins\recon\PULL_REQUEST_TEMPLATE_2,No,Yes,No,No,No
puredns,plugins\recon\puredns,No,Yes,No,Yes,No
puredns_tool,plugins\recon\puredns_tool,No,Yes,No,Yes,No
pure_go,plugins\recon\pure_go,No,Yes,No,Yes,No
pwninit,plugins\recon\pwninit,No,No,No,No,No
pyproject,plugins\recon\pyproject,No,No,No,No,No
pyproject_2,plugins\recon\pyproject_2,No,Yes,No,No,No
pyproject_4,plugins\recon\pyproject_4,No,Yes,No,No,No
pyproject_5,plugins\recon\pyproject_5,No,No,No,No,No
pyshark_engine,plugins\recon\pyshark_engine,No,Yes,No,Yes,No
pythonorg_headers_20241216_000049,plugins\recon\pythonorg_headers_20241216_000049,No,Yes,No,No,No
pythonorg_subdomains_20241215_235829,plugins\recon\pythonorg_subdomains_20241215_235829,No,Yes,No,No,No
quake,plugins\recon\quake,No,Yes,No,Yes,No
quake_search,plugins\recon\quake_search,No,No,No,No,No
queue,plugins\recon\queue,No,No,No,No,No
queue-validator,plugins\recon\queue-validator,No,No,No,No,No
quick_action_bar,plugins\recon\quick_action_bar,No,Yes,No,Yes,No
race_condition,plugins\recon\race_condition,No,No,No,No,No
radare2,plugins\recon\radare2,No,Yes,No,No,No
ranger,plugins\recon\ranger,No,Yes,No,Yes,No
rapiddns,plugins\recon\rapiddns,No,Yes,No,Yes,No
rapiddns_2,plugins\recon\rapiddns_2,No,Yes,No,Yes,No
ratelimit_test,plugins\recon\ratelimit_test,No,Yes,No,Yes,No
rdap,plugins\recon\rdap,No,Yes,No,Yes,No
reactive-verifier,plugins\recon\reactive-verifier,No,No,No,No,No
README,plugins\recon\README,No,Yes,No,No,No
READMEzh-CN,plugins\recon\READMEzh-CN,No,No,No,No,No
README_1,plugins\recon\README_1,No,Yes,No,No,No
README_10,plugins\recon\README_10,No,No,No,No,No
README_11,plugins\recon\README_11,No,No,No,No,No
README_12,plugins\recon\README_12,No,No,No,No,No
README_13,plugins\recon\README_13,No,No,No,No,No
README_14,plugins\recon\README_14,No,No,No,No,No
README_15,plugins\recon\README_15,No,No,No,No,No
README_16,plugins\recon\README_16,No,Yes,No,No,No
README_17,plugins\recon\README_17,No,Yes,No,No,No
README_18,plugins\recon\README_18,No,Yes,No,No,No
README_2,plugins\recon\README_2,No,Yes,No,No,No
README_20,plugins\recon\README_20,No,Yes,No,No,No
README_23,plugins\recon\README_23,No,Yes,No,No,No
README_24,plugins\recon\README_24,No,Yes,No,No,No
README_25,plugins\recon\README_25,No,No,No,No,No
README_26,plugins\recon\README_26,No,Yes,No,No,No
README_27,plugins\recon\README_27,No,Yes,No,No,No
README_3,plugins\recon\README_3,No,Yes,No,No,No
README_31,plugins\recon\README_31,No,No,No,No,No
README_32,plugins\recon\README_32,No,No,No,No,No
README_33,plugins\recon\README_33,No,No,No,No,No
README_34,plugins\recon\README_34,No,No,No,No,No
README_35,plugins\recon\README_35,No,No,No,No,No
README_36,plugins\recon\README_36,No,Yes,No,No,No
README_38,plugins\recon\README_38,No,No,No,No,No
README_39,plugins\recon\README_39,No,Yes,No,No,No
README_4,plugins\recon\README_4,No,Yes,No,No,No
README_40,plugins\recon\README_40,No,No,No,No,No
README_41,plugins\recon\README_41,No,Yes,No,No,No
README_42,plugins\recon\README_42,No,Yes,No,No,No
README_43,plugins\recon\README_43,No,Yes,No,No,No
README_44,plugins\recon\README_44,No,Yes,No,No,No
README_45,plugins\recon\README_45,No,Yes,No,No,No
README_47,plugins\recon\README_47,No,Yes,No,No,No
README_48,plugins\recon\README_48,No,Yes,No,No,No
README_49,plugins\recon\README_49,No,Yes,No,No,No
README_5,plugins\recon\README_5,No,Yes,No,No,No
README_50,plugins\recon\README_50,No,No,No,No,No
README_51,plugins\recon\README_51,No,Yes,No,No,No
README_52,plugins\recon\README_52,No,Yes,No,No,No
README_53,plugins\recon\README_53,No,Yes,No,No,No
README_54,plugins\recon\README_54,No,No,No,No,No
README_55,plugins\recon\README_55,No,No,No,No,No
README_57,plugins\recon\README_57,No,Yes,No,No,No
README_58,plugins\recon\README_58,No,Yes,No,No,No
README_6,plugins\recon\README_6,No,No,No,No,No
README_7,plugins\recon\README_7,No,Yes,No,No,No
README_8,plugins\recon\README_8,No,Yes,No,No,No
README_9,plugins\recon\README_9,No,No,No,No,No
README_CN,plugins\recon\README_CN,No,No,No,No,No
README_CN_1,plugins\recon\README_CN_1,No,Yes,No,No,No
README_CN_2,plugins\recon\README_CN_2,No,No,No,No,No
README_CN_3,plugins\recon\README_CN_3,No,No,No,No,No
README_EN,plugins\recon\README_EN,No,Yes,No,No,No
realdemo,plugins\recon\realdemo,No,Yes,No,No,No
realdemo-paced,plugins\recon\realdemo-paced,No,Yes,No,No,No
reasoning_trace,plugins\recon\reasoning_trace,No,No,No,No,No
reasoning_trace_test,plugins\recon\reasoning_trace_test,No,No,No,No,No
recommend,plugins\recon\recommend,No,Yes,No,No,No
recommendation_engine,plugins\recon\recommendation_engine,No,Yes,No,Yes,No
recommendation_engine_1,plugins\recon\recommendation_engine_1,No,Yes,No,Yes,No
recon,plugins\recon\recon,No,Yes,No,No,No
recon-advisor,plugins\recon\recon-advisor,No,Yes,No,No,No
reconcloud,plugins\recon\reconcloud,No,Yes,No,Yes,No
reconeer,plugins\recon\reconeer,No,Yes,No,Yes,No
reconftw,plugins\recon\reconftw,Yes,Yes,No,No,No
reconftw_1,plugins\recon\reconftw_1,No,Yes,No,No,No
reconftw_full,plugins\recon\reconftw_full,No,Yes,No,No,No
reconftw_prox_deploy,plugins\recon\reconftw_prox_deploy,No,No,No,No,No
reconftw_quick,plugins\recon\reconftw_quick,No,Yes,No,No,No
reconftw_stealth,plugins\recon\reconftw_stealth,No,Yes,No,No,No
reconx,plugins\recon\reconx,Yes,Yes,No,Yes,No
reconx_engine,plugins\recon\reconx_engine,No,No,No,No,No
recon_2,plugins\recon\recon_2,No,Yes,No,No,No
recon_3,plugins\recon\recon_3,No,No,No,No,No
recon_agent,plugins\recon\recon_agent,No,Yes,No,Yes,No
recon_strategy,plugins\recon\recon_strategy,No,Yes,No,Yes,No
recorder,plugins\recon\recorder,No,No,No,No,No
redhuntlabs,plugins\recon\redhuntlabs,No,Yes,No,Yes,No
redirect-host-discovery,plugins\recon\redirect-host-discovery,No,No,No,No,No
redis-cli,plugins\recon\redis-cli,No,No,No,No,No
REFERENCE,plugins\recon\REFERENCE,No,No,No,No,No
reflected_xss,plugins\recon\reflected_xss,No,No,No,No,No
registry,plugins\recon\registry,No,Yes,No,Yes,No
registry_1,plugins\recon\registry_1,No,Yes,No,Yes,No
registry_121,plugins\recon\registry_121,No,Yes,No,Yes,No
registry_122,plugins\recon\registry_122,No,Yes,No,Yes,No
registry_123,plugins\recon\registry_123,No,Yes,No,Yes,No
registry_181,plugins\recon\registry_181,No,Yes,No,Yes,No
registry_182,plugins\recon\registry_182,No,Yes,No,Yes,No
registry_2,plugins\recon\registry_2,No,No,No,No,No
registry_3,plugins\recon\registry_3,No,No,No,No,No
registry_4,plugins\recon\registry_4,No,No,No,No,No
registry_5,plugins\recon\registry_5,No,Yes,No,Yes,No
registry_8,plugins\recon\registry_8,No,No,No,No,No
registry_bridge,plugins\recon\registry_bridge,No,No,No,No,No
registry_test,plugins\recon\registry_test,No,Yes,No,Yes,No
reg_records,plugins\recon\reg_records,No,Yes,No,Yes,No
related,plugins\recon\related,No,Yes,No,Yes,No
relationship_graph,plugins\recon\relationship_graph,No,Yes,No,Yes,No
relationship_mapper,plugins\recon\relationship_mapper,No,Yes,No,Yes,No
release,plugins\recon\release,No,Yes,No,No,No
release-binary,plugins\recon\release-binary,No,No,No,No,No
release-pypi,plugins\recon\release-pypi,No,No,No,No,No
release-test,plugins\recon\release-test,No,No,No,No,No
releaserc,plugins\recon\releaserc,No,No,No,No,No
remediation-agent,plugins\recon\remediation-agent,No,No,No,No,No
renderer,plugins\recon\renderer,No,Yes,No,Yes,No
renderers,plugins\recon\renderers,No,No,No,No,No
replay,plugins\recon\replay,No,No,No,No,No
replay_engine,plugins\recon\replay_engine,No,Yes,No,Yes,No
report-executive_1,plugins\recon\report-executive_1,No,Yes,No,No,No
report-executive_2,plugins\recon\report-executive_2,No,Yes,No,No,No
report-output-provider,plugins\recon\report-output-provider,No,No,No,No,No
report-snippet,plugins\recon\report-snippet,No,No,No,No,No
reporter,plugins\recon\reporter,No,Yes,No,Yes,No
reporthtml,plugins\recon\reporthtml,No,Yes,No,No,No
reporting-cherrytree,plugins\recon\reporting-cherrytree,No,Yes,No,Yes,No
reporting-markdown,plugins\recon\reporting-markdown,No,Yes,No,Yes,No
reporting-remediation,plugins\recon\reporting-remediation,No,No,No,No,No
report_121,plugins\recon\report_121,No,Yes,No,Yes,No
report_14,plugins\recon\report_14,No,Yes,No,Yes,No
report_15,plugins\recon\report_15,No,Yes,No,Yes,No
report_16,plugins\recon\report_16,No,Yes,No,Yes,No
report_17,plugins\recon\report_17,No,Yes,No,Yes,No
report_18,plugins\recon\report_18,No,No,No,No,No
report_agent,plugins\recon\report_agent,No,No,No,No,No
report_generator,plugins\recon\report_generator,No,Yes,No,Yes,No
report_injector,plugins\recon\report_injector,No,No,No,No,No
report_injector_1,plugins\recon\report_injector_1,No,No,No,No,No
