File,Tool,Implementation Status,Missing Components
plugins\recon\severity_engine\plugin.py,severity_engine,Partially implemented,pass
plugins\recon\shadow-it\plugin.py,shadow-it,Partially implemented,pass
plugins\recon\shadow-ittest\plugin.py,shadow-ittest,Partially implemented,pass
plugins\recon\shannon\plugin.py,shannon,Partially implemented,pass
plugins\recon\shannon-action\plugin.py,shannon-action,Partially implemented,pass
plugins\recon\SHANNON-PRO\plugin.py,SHANNON-PRO,Partially implemented,pass
plugins\recon\shannon-report-crapi\plugin.py,shannon-report-crapi,Partially implemented,pass
plugins\recon\shannon-report-juice-shop\plugin.py,shannon-report-juice-shop,Partially implemented,pass
plugins\recon\shannon-scan\plugin.py,shannon-scan,Partially implemented,pass
plugins\recon\shannon-screen_1\plugin.py,shannon-screen_1,Partially implemented,pass
plugins\recon\shared\plugin.py,shared,Partially implemented,pass
plugins\recon\sherlock\plugin.py,sherlock,Partially implemented,pass
plugins\recon\shodan_api\plugin.py,shodan_api,Partially implemented,pass
plugins\recon\shodan_apicpython-313\plugin.py,shodan_apicpython-313,Partially implemented,pass
plugins\recon\shodan_recon_plugin\plugin.py,shodan_recon_plugin,Partially implemented,pass
plugins\recon\shodan_search\plugin.py,shodan_search,Partially implemented,pass
plugins\recon\showmount\plugin.py,showmount,Partially implemented,pass
plugins\recon\shuffledns\plugin.py,shuffledns,Partially implemented,pass
plugins\recon\shuffledns_tool\plugin.py,shuffledns_tool,Partially implemented,pass
plugins\recon\SimpleJson\plugin.py,SimpleJson,Partially implemented,pass
plugins\recon\sipvicious\plugin.py,sipvicious,Partially implemented,pass
plugins\recon\sitedossier\plugin.py,sitedossier,Partially implemented,pass
plugins\recon\sitedossier_2\plugin.py,sitedossier_2,Partially implemented,pass
plugins\recon\sitemap-agent\plugin.py,sitemap-agent,Partially implemented,pass
plugins\recon\SKILL\plugin.py,SKILL,Partially implemented,pass
plugins\recon\skills\plugin.py,skills,Partially implemented,pass
plugins\recon\SKILL_11\plugin.py,SKILL_11,Partially implemented,pass
plugins\recon\SKILL_13\plugin.py,SKILL_13,Partially implemented,pass
plugins\recon\SKILL_19\plugin.py,SKILL_19,Partially implemented,pass
plugins\recon\SKILL_2\plugin.py,SKILL_2,Partially implemented,pass
plugins\recon\SKILL_20\plugin.py,SKILL_20,Partially implemented,pass
plugins\recon\SKILL_22\plugin.py,SKILL_22,Partially implemented,pass
plugins\recon\SKILL_23\plugin.py,SKILL_23,Partially implemented,pass
plugins\recon\SKILL_3\plugin.py,SKILL_3,Partially implemented,pass
plugins\recon\SKILL_5\plugin.py,SKILL_5,Partially implemented,pass
plugins\recon\SKILL_6\plugin.py,SKILL_6,Partially implemented,pass
plugins\recon\SKILL_7\plugin.py,SKILL_7,Partially implemented,pass
plugins\recon\SKILL_8\plugin.py,SKILL_8,Partially implemented,pass
plugins\recon\SKILL_9\plugin.py,SKILL_9,Partially implemented,pass
plugins\recon\sleep\plugin.py,sleep,Partially implemented,pass
plugins\recon\smart-scan\plugin.py,smart-scan,Partially implemented,pass
plugins\recon\smart-scan-expanded-toolset\plugin.py,smart-scan-expanded-toolset,Partially implemented,pass
plugins\recon\smart-scan-on-search\plugin.py,smart-scan-on-search,Partially implemented,pass
plugins\recon\smbclient\plugin.py,smbclient,Partially implemented,pass
plugins\recon\smbmap\plugin.py,smbmap,Partially implemented,pass
plugins\recon\snmpwalk\plugin.py,snmpwalk,Partially implemented,pass
plugins\recon\solution\plugin.py,solution,Partially implemented,pass
plugins\recon\solved-challenges\plugin.py,solved-challenges,Partially implemented,pass
plugins\recon\source-gen-agent\plugin.py,source-gen-agent,Partially implemented,pass
plugins\recon\sources\plugin.py,sources,Partially implemented,pass
plugins\recon\sources_test\plugin.py,sources_test,Partially implemented,pass
plugins\recon\sources_wo_auth_test\plugin.py,sources_wo_auth_test,Partially implemented,pass
plugins\recon\sources_w_auth_test\plugin.py,sources_w_auth_test,Partially implemented,pass
plugins\recon\spa_probes\plugin.py,spa_probes,Partially implemented,pass
plugins\recon\SPEC\plugin.py,SPEC,Partially implemented,pass
plugins\recon\spiderfoot\plugin.py,spiderfoot,Partially implemented,pass
plugins\recon\splash\plugin.py,splash,Partially implemented,pass
plugins\recon\spotter\plugin.py,spotter,Partially implemented,pass
plugins\recon\sqli_fuzz\plugin.py,sqli_fuzz,Partially implemented,pass
plugins\recon\sqli_login_bypass\plugin.py,sqli_login_bypass,Partially implemented,pass
plugins\recon\SQLmap\plugin.py,SQLmap,Partially implemented,pass
plugins\recon\sqlmap-agent\plugin.py,sqlmap-agent,Partially implemented,pass
plugins\recon\srv\plugin.py,srv,Partially implemented,pass
plugins\recon\sse_keepalive\plugin.py,sse_keepalive,Partially implemented,pass
plugins\recon\sse_stream\plugin.py,sse_stream,Partially implemented,pass
plugins\recon\ssh_manager\plugin.py,ssh_manager,Partially implemented,pass
plugins\recon\ssl\plugin.py,ssl,Partially implemented,pass
plugins\recon\sslscan\plugin.py,sslscan,Partially implemented,pass
plugins\recon\SslTrustAll\plugin.py,SslTrustAll,Partially implemented,pass
plugins\recon\SslTrustAll1\plugin.py,SslTrustAll1,Partially implemented,pass
plugins\recon\SslTrustAllTimeoutSslSocketFactory\plugin.py,SslTrustAllTimeoutSslSocketFactory,Partially implemented,pass
plugins\recon\ssl_checker\plugin.py,ssl_checker,Partially implemented,pass
plugins\recon\ssti_fuzz\plugin.py,ssti_fuzz,Partially implemented,pass
plugins\recon\ssti_polyglot\plugin.py,ssti_polyglot,Partially implemented,pass
plugins\recon\ssti_stored\plugin.py,ssti_stored,Partially implemented,pass
plugins\recon\stage121_catalog\plugin.py,stage121_catalog,Partially implemented,pass
plugins\recon\stage121_web\plugin.py,stage121_web,Partially implemented,pass
plugins\recon\stage122_catalog\plugin.py,stage122_catalog,Partially implemented,pass
plugins\recon\stage123_catalog\plugin.py,stage123_catalog,Partially implemented,pass
plugins\recon\STAGE2\plugin.py,STAGE2,Partially implemented,pass
plugins\recon\start\plugin.py,start,Partially implemented,pass
plugins\recon\stats\plugin.py,stats,Partially implemented,pass
plugins\recon\status\plugin.py,status,Partially implemented,pass
plugins\recon\stderr\plugin.py,stderr,Partially implemented,pass
plugins\recon\stderr_1\plugin.py,stderr_1,Partially implemented,pass
plugins\recon\stdout\plugin.py,stdout,Partially implemented,pass
plugins\recon\stdout_1\plugin.py,stdout_1,Partially implemented,pass
plugins\recon\stealth_crawler\plugin.py,stealth_crawler,Partially implemented,pass
plugins\recon\steghide\plugin.py,steghide,Partially implemented,pass
plugins\recon\stig-analyst\plugin.py,stig-analyst,Partially implemented,pass
plugins\recon\stored_xss\plugin.py,stored_xss,Partially implemented,pass
plugins\recon\style\plugin.py,style,Partially implemented,pass
plugins\recon\styles\plugin.py,styles,Partially implemented,pass
plugins\recon\subdomain\plugin.py,subdomain,Partially implemented,pass
plugins\recon\subdomain-enumeration\plugin.py,subdomain-enumeration,Partially implemented,pass
plugins\recon\subdomain-hunter-agent\plugin.py,subdomain-hunter-agent,Partially implemented,pass
plugins\recon\subdomains\plugin.py,subdomains,TODO placeholder,pass
plugins\recon\subdomainstxt\plugin.py,subdomainstxt,Partially implemented,pass
plugins\recon\subdomains_1\plugin.py,subdomains_1,Partially implemented,pass
plugins\recon\subdomains_2\plugin.py,subdomains_2,Partially implemented,pass
plugins\recon\subdomains_v0\plugin.py,subdomains_v0,Partially implemented,pass
plugins\recon\subdomains_v1\plugin.py,subdomains_v1,Partially implemented,pass
plugins\recon\subdomains_v2\plugin.py,subdomains_v2,Partially implemented,pass
plugins\recon\subfinder\plugin.py,subfinder,Fully implemented,
plugins\recon\subfinder-logo\plugin.py,subfinder-logo,Partially implemented,pass
plugins\recon\subfinder-run\plugin.py,subfinder-run,Partially implemented,pass
plugins\recon\subfinder_2\plugin.py,subfinder_2,Partially implemented,pass
plugins\recon\sublist3r_tool\plugin.py,sublist3r_tool,Partially implemented,pass
plugins\recon\submd\plugin.py,submd,Partially implemented,pass
plugins\recon\SUBPROCESSORS\plugin.py,SUBPROCESSORS,Partially implemented,pass
plugins\recon\subprocess_mixin\plugin.py,subprocess_mixin,Partially implemented,pass
plugins\recon\subprocess_runner\plugin.py,subprocess_runner,Partially implemented,pass
plugins\recon\subs\plugin.py,subs,Partially implemented,pass
plugins\recon\sub_agent_context\plugin.py,sub_agent_context,Partially implemented,pass
plugins\recon\sub_agent_context_test\plugin.py,sub_agent_context_test,Partially implemented,pass
plugins\recon\suggestion_engine\plugin.py,suggestion_engine,Partially implemented,pass
plugins\recon\SUMMARY\plugin.py,SUMMARY,Partially implemented,pass
plugins\recon\summary-mapper\plugin.py,summary-mapper,Partially implemented,pass
plugins\recon\support\plugin.py,support,Partially implemented,pass
plugins\recon\support_test\plugin.py,support_test,Partially implemented,pass
plugins\recon\surface_mapping\plugin.py,surface_mapping,Fully implemented,
plugins\recon\swagger\plugin.py,swagger,Partially implemented,pass
plugins\recon\swagger_2\plugin.py,swagger_2,Partially implemented,pass
plugins\recon\swagger_parser\plugin.py,swagger_parser,Partially implemented,pass
plugins\recon\swarm-orchestrator\plugin.py,swarm-orchestrator,Partially implemented,pass
plugins\recon\tag_engine\plugin.py,tag_engine,Partially implemented,pass
plugins\recon\takeover_detector\plugin.py,takeover_detector,Partially implemented,pass
plugins\recon\target-model\plugin.py,target-model,Partially implemented,pass
plugins\recon\targets\plugin.py,targets,Partially implemented,pass
plugins\recon\target_classifier\plugin.py,target_classifier,Partially implemented,pass
plugins\recon\task-management\plugin.py,task-management,Partially implemented,pass
plugins\recon\tasks\plugin.py,tasks,Partially implemented,pass
plugins\recon\task_handler\plugin.py,task_handler,Partially implemented,pass
plugins\recon\task_manager\plugin.py,task_manager,Partially implemented,pass
plugins\recon\task_processor\plugin.py,task_processor,Partially implemented,pass
plugins\recon\task_tree_manager\plugin.py,task_tree_manager,Partially implemented,pass
plugins\recon\tech-fingerprinter-agent\plugin.py,tech-fingerprinter-agent,Partially implemented,pass
plugins\recon\tech_detection\plugin.py,tech_detection,Fully implemented,
plugins\recon\telemetry\plugin.py,telemetry,Partially implemented,pass
plugins\recon\templates\plugin.py,templates,Partially implemented,pass
plugins\recon\template_manager\plugin.py,template_manager,Partially implemented,pass
plugins\recon\terminal\plugin.py,terminal,Partially implemented,pass
plugins\recon\terminal_ws_unix\plugin.py,terminal_ws_unix,Partially implemented,pass
plugins\recon\TERMS\plugin.py,TERMS,Partially implemented,pass
plugins\recon\terrascan\plugin.py,terrascan,Partially implemented,pass
plugins\recon\test-cortex-integration\plugin.py,test-cortex-integration,Partially implemented,pass
plugins\recon\test-gen-agent\plugin.py,test-gen-agent,Partially implemented,pass
plugins\recon\test-lsg-v2\plugin.py,test-lsg-v2,Partially implemented,pass
plugins\recon\test-multibar\plugin.py,test-multibar,Partially implemented,pass
plugins\recon\test-suite\plugin.py,test-suite,Partially implemented,pass
plugins\recon\test1\plugin.py,test1,Partially implemented,pass
plugins\recon\test2\plugin.py,test2,Partially implemented,pass
plugins\recon\testLogin\plugin.py,testLogin,Partially implemented,pass
plugins\recon\tests\plugin.py,tests,Partially implemented,pass
plugins\recon\testssl\plugin.py,testssl,Partially implemented,pass
plugins\recon\test_agents_parallel\plugin.py,test_agents_parallel,Partially implemented,pass
plugins\recon\test_agent_loop\plugin.py,test_agent_loop,Partially implemented,pass
plugins\recon\test_agent_mode_cli\plugin.py,test_agent_mode_cli,Partially implemented,pass
plugins\recon\test_anthropic_agent\plugin.py,test_anthropic_agent,Partially implemented,pass
plugins\recon\test_api_security_e2e_smoke\plugin.py,test_api_security_e2e_smoke,Partially implemented,pass
plugins\recon\test_api_server\plugin.py,test_api_server,Partially implemented,pass
plugins\recon\test_arjun_integration\plugin.py,test_arjun_integration,Partially implemented,pass
plugins\recon\test_async_prompt\plugin.py,test_async_prompt,Partially implemented,pass
plugins\recon\test_authenticated_scan_coverage\plugin.py,test_authenticated_scan_coverage,Partially implemented,pass
plugins\recon\test_auth_profiles\plugin.py,test_auth_profiles,Partially implemented,pass
plugins\recon\test_auth_profiles_smoke\plugin.py,test_auth_profiles_smoke,Partially implemented,pass
plugins\recon\test_auth_profile_cli\plugin.py,test_auth_profile_cli,Partially implemented,pass
plugins\recon\test_auth_runner\plugin.py,test_auth_runner,Partially implemented,pass
plugins\recon\test_auth_scan_e2e_smoke\plugin.py,test_auth_scan_e2e_smoke,Partially implemented,pass
plugins\recon\test_auth_session\plugin.py,test_auth_session,Partially implemented,pass
plugins\recon\test_auth_session_bearer_flow\plugin.py,test_auth_session_bearer_flow,Partially implemented,pass
plugins\recon\test_backend_interface\plugin.py,test_backend_interface,Partially implemented,pass
plugins\recon\test_base_agent_coverage\plugin.py,test_base_agent_coverage,Partially implemented,pass
plugins\recon\test_benchmarks_scoring_common\plugin.py,test_benchmarks_scoring_common,Partially implemented,pass
plugins\recon\test_browser_agent\plugin.py,test_browser_agent,Partially implemented,pass
plugins\recon\test_browser_agent_e2e_smoke\plugin.py,test_browser_agent_e2e_smoke,Partially implemented,pass
plugins\recon\test_browser_crawler\plugin.py,test_browser_crawler,Partially implemented,pass
plugins\recon\test_cache\plugin.py,test_cache,Partially implemented,pass
plugins\recon\test_chain\plugin.py,test_chain,Partially implemented,pass
plugins\recon\test_chain_quality\plugin.py,test_chain_quality,Partially implemented,pass
plugins\recon\test_checkpoint\plugin.py,test_checkpoint,Partially implemented,pass
plugins\recon\test_ci_mode\plugin.py,test_ci_mode,Partially implemented,pass
plugins\recon\test_cli\plugin.py,test_cli,Partially implemented,pass
plugins\recon\test_cli_auth_coverage\plugin.py,test_cli_auth_coverage,Partially implemented,pass
plugins\recon\test_cli_vps_count\plugin.py,test_cli_vps_count,Partially implemented,pass
